内容,时间戳
原来你也,1781.68300
钟离！啊啊啊啊啊！,107.76000
什么二五八万（基因觉醒）,453.27100
哈哈哈哈哈,2345.35300
原来你也玩原神,1636.48300
想知道他们练了几小时,1457.77600
水龙水龙，别哭了,1360.85000
woc！原！,2019.55100
哈哈哈哈哈哈哈,1853.83400
拒绝加班,1226.16100
哈哈哈哈小尬剧BGM哈哈哈哈哈哈,1807.66800
哈哈哈哈哈哈哈,1802.54800
哈哈哈哈哈哈哈哈哈哈哈哈哈哈,1796.14800
哈哈哈哈哈哈哈哈哈哈哈,1818.59100
是不是8 1 6(换行)3 5 7(换行)4 9 2？,660.86400
呵呵,1068.89400
中国boy好像只会唱歌,1044.13200
七圣召唤,979.24400
boy,898.65900
猿身 启动   猿指,890.79800
提前伤感情,1126.13900
莴苣妈妈,197.99300
熊：接点瓜子嗑嗑,599.18700
璃月版花神xx,678.20100
教他一手，上来就说，您就是大名鼎鼎的旅行者吧,1018.67100
专业对口,683.96300
妈呀···好虐的长相····,285.38500
抽莱欧斯利那时北极熊好像崩溃了,342.84100
哈哈哈哈哈哈哈哈哈哈哈哈哈,259.17100
单手剑剑花,1136.36600
两个座位6盏茶,759.22200
北极熊，北极熊，北极熊，北极熊，北极熊！,254.87100
原来你也玩原神,1786.12300
离呢,225.47400
BOY哥哥,201.29200
世界···拒绝了我····（目前状态,1201.05600
哈哈哈哈哈哈哈,1683.27800
还得是莴苣妈妈,1385.00000
水龙水龙别哭了,1439.29400
看椅子数量放杯子？,655.67400
啊？,14.95800
哈哈哈哈哈哈哈哈哈哈哈哈哈哈,1677.76100
厉害,872.88500
啊啊啊！双厨狂喜！！！,18.56500
妈妈！！莴苣妈妈！,154.54700
笑死,1812.99300
哈哈哈,1435.19400
熊被撒一身哈哈哈哈哈哈哈哈,480.21800
好好好,1818.46600
熊熊,272.41100
北极熊！,255.59100
离我最近的一次！,52.33100
锅巴：诶！摩拉克斯,2144.85900
北极熊,142.19100
原来你也,22.10300
比小尬剧还尬,2057.67800
我真是服了,2433.99600
妈妈好帅,1461.67000
萍姥姥变宝藏,341.69400
花神诞祭,594.10000
花神诞祭,588.37300
可惜没月月妈要是月月妈也来该多好,1511.61400
你也玩原神罢,1902.61100
 你们没做过小吉祥草王的任务吗？,557.30300
笑死了,2062.65900
妈妈,1505.37400
哈哈哈哈哈哈哈哈哈哈哈哈哈哈,263.11200
我最喜欢的两个原神up主都来了！,257.92600
苣,1650.48400
看到钟离突然很感动，就像他一直都在一样,115.24800
你是懂播音乐的,2343.79500
哈哈哈哈草,1796.23900
笑发癫了,1817.73900
妈妈,742.18200
原来你也玩原神,1647.04800
不愧是妈妈,665.22200
你也玩原神？,2077.99500
毫无反应,2058.83500
好家伙，还是这几样,763.30000
原来你也玩原神,1787.66700
妈!,154.11900
综艺里面玩梗,1820.63500
在桂林啊！,44.85500
真是，原来你也玩原神,1807.11500
离离!!!,109.79900
原来你也……,1784.31500
真·元素视野,1747.75500
真不愧是你,1683.03500
我的家乡，好耶！,89.71900
\莴苣/\莴苣/\莴苣/,1091.08300
原来你也玩原神,2328.40500
不愧是咱们莴苣妈妈,1463.87500
三花淡奶,2386.05700
箱子回来了？,280.45200
就在卫生纸上,2221.86900
哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈,1822.13200
84 84 848,41.64900
出城！,613.79900
妈妈救救我,2094.08300
芙芙！,1260.98700
啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊,1555.80700
鹅鹅鹅鹅鹅鹅,1930.14000
哈哈哈哈哈哈哈哈,1095.91300
锅巴？,1880.35600
哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈,1925.18900
原来你也玩原神,1797.46900
弹幕一堆“院审，启动！”,830.47200
哈哈哈哈哈哈,1801.23300
没绷住,1819.41900
即刻出发~当我唱起这首歌~,2404.01500
神女劈观,1222.71800
fantastic journey 奇妙的旅程,2338.98500
啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊,1109.77700
258？369！,462.80700
哇，草原,1848.93700
你上帝视角人家玩家视角，换你来说不定还没人家玩的厉害,2213.55800
果然是我们的莴苣妈妈,657.54200
你家瓜子不用钱吗？,622.54200
原神启动！,315.09200
花神诞祭+九宫格合体,549.36400
哈哈哈哈哈哈哈哈,1812.67000
原来你也玩原神！,1787.66700
元素视野,1749.26700
别跟你王哥嚣张啊！,127.35300
中国boy！！！！,122.75300
熊是天才！！,1889.55600
哈哈哈哈，这个好搞,1817.96100
原神！启动,2432.38100
如果字在被吃了的点心上那就绝了,1753.17800
米哈鱼，看见没？我要这个!!!!,859.96600
河图,516.73300
这个BGM真的够够了,2346.98100
低情商：这么多活傻子才干  高情商：您就是大名鼎鼎的旅行者吧,1616.05500
没想到帝君在下面呐。,109.67600
什么珊瑚宫解谜,467.13100
啊？？开头曲是银临的《青山揽梦》？？,1.41900
哈哈哈哈哈哈哈哈哈,1816.11600
5摩拉没啦！,1354.22600
水龙水龙，别哭了,1286.89900
不愧是你哈哈哈哈哈,1682.16400
老师辛苦了非遗的东西肯定要严谨,1342.37100
走了～（云堇音）,97.89200
后期老师加鸡腿,1281.77900
哈哈哈哈哈哈,2439.12000
纸嫁衣既视感hhh,1647.67300
知道月妈社恐反而更期待他来哈哈哈哈,1199.50200
20原石+1成就,958.17900
劳资蜀道山！！！,96.81500
我操，钟离。,112.72300
你们开个宝箱才十个,796.33900
我打一个丘丘人都有30摩拉了,793.81900
你休想↑,1036.39800
第二季,36.19900
北极熊！！！啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊！,265.72900
芙芙！！！,1257.74700
实力不凡,1174.13100
以下内容为付费专辑，请先充会员,104.40300
妈妈不愧是妈妈,1169.87100
去月月妈找攻略,501.93900
！,202.53300
原来你也玩原神,1783.94500
84舞王名副其实,1091.35800
84舞王名副其实,1090.24900
我是可莉女儿的狗,358.73900
魂！！！,228.02800
啊 北极熊 我的天呐 露脸啦 ,271.58900
好好好，这么玩是吧,2434.74000
啊 我的老爷子 ,113.00000
这BGM，……我受够了,2339.91300
熊熊可爱,1046.16800
好多我喜欢的 up 主啊北极熊自由魂儿之前还有树叶和白姨天呐真的好多我喜欢的 up 主啊,47.93100
原来你也…,1781.76200
熊咋是个捧哏啊,835.71500
哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈,804.30900
熊熊好可爱啊,786.56400
哈哈哈哈哈,771.67000
哈哈哈,1682.44900
可爱的熊,594.36300
哈哈哈哈,532.79300
熊熊,525.33500
熊熊好可爱啊,493.77500
哈哈哈哈哈,466.63000
熊熊可爱捏,456.35300
循环了？,529.68300
范二爷第一次上场时头上是有感叹号的,539.81300
熊熊可爱捏,388.04300
笑容没有消失，只是转移到了我的脸上,373.94500
熊熊可爱捏,283.42300
熊熊,267.94900
熊熊,261.52100
嘟嘟可,352.87300
欧庇克莱歌剧院［doge］,834.06800
莴苣专业对口,642.96400
boy的眼神好坚定,1561.59200
哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈,1223.52700
莴苣妈妈好厉害。。。,1526.23200
好好好 自家综艺bgm随便用,733.35500
水都没了吧,1455.67200
钟离！！！,106.02300
哈哈哈哈哈哈,2061.07200
椅子不一样？,656.48900
不愧是妈妈。。,1169.79200
莴苣妈妈好强。。。,1084.03200
原来你也玩原神,1860.82500
哈哈哈哈哈哈哈哈哈或,1803.19100
刚才还说莴苣 莴苣妈妈你真的去第五个了？！(꒪⌓꒪) ,1020.19200
原来你也。。。,1777.42200
可爱捏,217.29100
好好好，须弥主线,542.07600
躲避的众人,1347.84000
，,27.24200
前面谁说是四川剧院的呢~,2386.76800
文殊院吧,834.08500
错啦，是2原石(这是璃月精致宝箱,2355.20800
摩拉！,771.36200
数独,753.24500
僵尸舞王,1292.44000
莴苣主场,657.51200
憨憨,153.42400
海祇岛,666.19500
楽,656.14200
莴苣的大脑要开始运作了！,557.47200
莴苣妈妈专业对口,509.78000
家乡的小曲,205.74500
花神诞祭,530.95200
a?,4.86800
莴苣妈妈来了,510.63200
解密？,459.61600
这口音正,418.28500
楽,394.06900
哈哈哈 感叹号,391.87200
嘟嘟可,345.87900
耶,1242.52500
有实力的,1179.14000
刘苏,212.83500
哇，莴苣妈妈真厉害,1090.71600
原来，你也玩原神（确信）,1766.01200
我超，原！,1849.17000
望江！,146.52700
《原来你也玩原神》,1770.94100
楽,115.45400
九寨沟！,92.24300
boy老师好帅！！！,175.36300
原神，启动！,71.93900
对呀，按照这个动作出一个角色,924.54100
哈哈哈哈哈这个bgm一响起来就忍不住,2342.79800
boy老师！！！,135.44300
老爷子你。。。,104.48300
原来你也玩原神～,1785.77900
原神！启动！,41.01900
npc台词,412.90800
好耶！！！,9.13900
妈妈好棒！,1177.73900
北极熊，撒瓜！哈哈哈,582.43700
原来你也玩原神（确信,1645.22300
下面的是华丽宝箱,349.17600
原来 你也玩原神,1796.16400
20原石,345.61600
凯瑟琳（幻视）,320.37600
报意思啊我冒险家协会的,300.57600
哈哈哈哈哈哈bgm配上管哥这表情哈哈哈哈,1802.92100
救命啊,2047.65400
笑死我了,1812.26300
666666,1281.52300
我好像看见了钟离,100.58900
《这太诱惑了》,1686.46600
承包空屏,1431.34100
DNA动了,1796.32900
哈哈哈哈哈哈哈哈哈,2437.04200
钟离,107.45500
之前左下角写了，瓜子已回收,690.23500
熊！！！！！！！！！！！！！,258.18300
总算除了,12.47800
我只是好奇这瓜子是真的假的不要钱吗？,600.38600
哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈,2052.62100
笑得我,1263.58600
旁边还有5个壶,879.38200
还得是妈妈,1086.74900
NPC发布委托是吧,502.43900
再现花神诞祭,622.86400
84消毒液指定代言人（,1001.68700
原来你也,1791.09700
我超，原,1852.58200
院神，启动,830.82700
原来你也…,1785.86400
没水了,1426.02900
萍姥姥：给我画老了,331.63900
哈哈哈哈,1488.98900
委托完成有原石吗？,83.69900
哈哈哈哈哈这后期笑死了,1434.70900
又来个森林书？,31.41900
妈妈好强,1465.48700
原来你也,1784.80900
这时候嘟嘟可已经扁了,1183.77100
这太诱惑了！,255.02500
哈哈哈哈哈哈哈哈哈,1258.20500
我超原,1845.84400
原来你也玩,1771.28100
哈哈哈哈哈哈哈,2391.87000
果然,2438.74000
不愧是莴苣妈妈,1524.97300
这个GBM哈哈哈哈,2358.25900
这不是花神诞祭吗哈哈哈哈,585.22200
《保护我老公》,271.12300
如果是李bebe那将绝杀，哈哈哈哈哈,208.57400
这个叫安顺廊桥,139.88000
望江公园,137.23500
笑崩溃了,1928.90200
你小子.jpg,123.73000
啷个样的故事,96.06700
浓度低，真的一点看不了,551.73900
！教令院！/警觉,815.54700
好好好，解密,462.31500
没人觉得熊和莴苣很像兄弟吗？(笑哭),293.95300
原来你也……,1785.09600
三女神像，继承开始,1274.75100
帝君！,112.82900
花车颠呀颠,562.13900
好真实,765.99400
终于转正了,1083.34700
懂了9宫格每个5杯茶横竖加起来15,505.65600
非愁,343.01900
不是炉石传说吗,281.37000
月月妈社恐,212.39400
原来你也,1786.61800
5原石啊,373.17800
期待期待,32.40300
15:00,1645.53700
发动技能 ：攻略之魂,558.29100
元素视野是吧,1741.15100
不愧是妈妈,1455.65100
少个蓝色感叹号,860.36000
好像邀请了陶典,199.80800
《元素视野》,1742.57200
可能是第一季让很多人看到了 吧 有投资了 ,62.71200
锅巴：旅行者……请好好地看着我,2060.86200
浓度低的看不了,1829.85500
宇宙安全协议,881.88300
原来你也玩原神,1766.11100
健康之家（bushi）,811.39300
BGM:shed a light(bushi,2429.58200
原来你也玩原神！,1792.58100
"质疑(),理解(，成为(),懂的都懂",1919.71900
五个锅巴,2085.09400
 还能吃道具？,1711.48500
看来是真没吃饭,1705.29800
原来你也玩原神,1767.94200
纸巾盒！！！！！,2184.54500
N PC:感谢你们帮我们找到了许可证这些糕点，我糕点呢？,1724.06200
万一一会儿有内鬼就搞笑了,787.13000
万物皆为老师,280.52600
哈哈哈哈哈,2050.62000
你又懂了？,660.81800
原来你也玩～,1788.37500
干点正事吧，巴巴托斯,1726.98700
是时候派出我们唯一的攻略UP主了！,555.83700
o.O,925.07400
为什么一直点不能跳过他们对话呀,1605.76000
因为大家都在练。,1166.98200
有 20原石我就来,953.94400
我懂了，0和1,802.08700
《撒瓜》,490.47700
原来你也,1769.83300
水龙水龙，别哭啦~,1444.77500
懂了，新地点的预告321上,196.30200
321出活动！,79.80200
最后一期,429.73900
原来你也玩,1768.02700
你小子,182.15600
元梦冒险团刚才不小心听成了班尼冒险团,94.91000
钟离！！！,110.04300
《失败的麦》,1208.68100
嘟嘟可是不是忘记了？,1587.12700
假的瓜子不得比真的贵,697.01700
〈我还有其他事〉,488.07900
感受到了,2430.70600
是不是1横竖都要是15杯才行,596.86400
难道就我发现了盒子里的锅巴吗？,2148.77300
哈哈哈哈哈,1095.35600
出院！,813.09400
原来你也玩原神,1770.74200
哈哈哈哈哈哈,1820.56500
原来你也玩崩铁,1904.36800
是幻方不是数独,677.76600
有琼玉牌,1677.20000
有琼玉牌！,1638.55400
钟离尘  世闲游,109.69900
嘿嘿嘿,318.46400
芙芙好可爱！！,1274.06400
岩王帝君！！！！,108.87600
原神，启动！,1203.84200
身在重庆的我很痛苦,79.09900
花神诞祭确信,532.83800
熊好可爱,803.43000
花神诞祭， 启动！,547.23200
完成任务之后肯定有原石吧,961.63700
852,1679.49200
北极熊！！,277.52200
省流112312,630.56700
信息太落后了，优菈？莱欧斯利！,253.04800
大脑宕机,1816.49900
梗有七字，锅巴，你不是其中,2111.79600
我是那维莱特的狗,2360.54300
爷青回,1.52500
我是那维莱特的狗,2237.98300
万叶！好评好评,262.16400
原来是我不是南桐哇,279.78400
欢唱！以我之名！,1262.91700
啊，这,618.27900
字有七个，锅巴有五,2106.33400
自 信 猩,985.23300
无法言语的悲伤，那个任务！！！！,546.48400
他好帅 他好帅啊,1883.70900
！！！,546.48400
河图洛书,723.53900
原来你也玩原神！,1782.14500
直接远程给队友挂水,1404.64300
6,1436.69900
估计是凳子数吧,486.70300
开始肝疼了,555.14900
海祗岛的九宫格？,201.08500
花神诞祭啊,531.96700
我好像看到了世界任务,400.52000
啊？？,2349.50200
钟离？！,110.12400
明显这一季的经费好一点拍摄手法都不太一样哈哈,46.18300
妈！！！,1086.33900
莴苣妈妈好帅,1086.55800
横竖斜都15？(猜的),625.41900
原神启动!,19.26000
合砍90分,1525.67900
一般我都是查攻略吧这种,2008.27200
幻方,450.98800
hhh,1926.49200
钟离定的是吧,929.61100
纳西妲,613.73100
嘟嘟可,348.37100
北极熊啊啊啊,232.95100
嘟嘟可,133.99100
钟离hhh,111.45900
哈哈哈哈哈哈哈哈哈哈哈哈哈,1798.34200
你那边热我这边冷死,954.73300
让你们干活的,505.26700
真糊弄人,470.37400
\自由魂/\自由魂/,1422.85600
这也太难了,1198.91000
\自由魂/\自由魂/\自由魂/\自由魂/,227.51000
原来你也…,1788.77600
原来你也玩原神,1782.52800
原石有没有,762.16500
不愧是莴苣妈妈,1091.93000
瓜子好多，能分我都吗,604.04400
终于等来啦，好激动！！！,22.16400
整个的画风都很高级啊,14.14300
太好看啦！！！,10.13200
可惜，我在四川达州,90.08200
找摄像头就可以了,2292.55200
妈呀这是真攻略up,2165.69300
流萤怎么没了啊,396.45700
一键三连,1956.51200
笑死我啊啊啊啊啊啊,1812.54100
熊哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈,1703.95500
攻略区up的含金,1457.08300
刚才沏茶脑袋被烫了 手动滑稽,1731.34500
太难了吧我真服了,1163.21700
Y,943.05800
原神，学院,818.81900
人有5名，到的有3个,217.65900
cool 无限瓜子,616.53200
三和四啊哈哈哈哈哈哈去,701.62900
莴苣妈妈！！,152.63900
辛苦群演了,556.03200
这太诱惑了,272.56100
就是你把岩王帝君骗去三星堆考古的吧？,216.79900
哈哈哈哈,1267.47600
原来你也……？,1655.61400
须弥主线,531.63500
好耶,5.36000
艹艹艹BGM！啊啊啊！,1795.20700
现在它已经在自由魂家里了,386.38800
院神，启动！,817.31100
蔬菜哈哈哈哈哈哈哈哈,766.70300
花神诞祭（确信）,531.01600
熊看起来好肥呀！,2424.99500
解密开始,454.97900
北极熊！！！！！,228.78400
帮帮我！嘟嘟可先生！,2281.19200
